Name,Age,Position,Nationality,Market Value,Club Name
Pablo Ibáñez,26,Central Midfield,Spain,€2.30m,CA Osasuna
Aimar Oroz,23,Attacking Midfield,Spain,€15.00m,CA Osasuna
Bryan Zaragoza,23,Left Winger,Spain,€12.00m,CA Osasuna
Moi Gómez,30,Left Winger,Spain,€3.00m,CA Osasuna
José Manuel Arnáiz,30,Left Winger,Spain,€1.80m,CA Osasuna
Rubén García,31,Right Winger,Spain,€2.00m,CA Osasuna
Kike Barja,28,Right Winger,Spain,€1.80m,CA Osasuna
Ante Budimir,33,Centre-Forward,Croatia,€5.00m,CA Osasuna
Raúl García,24,Centre-Forward,Spain,€3.50m,CA Osasuna
Joan García,24,Goalkeeper,Spain,€20.00m,RCD Espanyol Barcelona
Fernando Pacheco,32,Goalkeeper,Spain,€900k,RCD Espanyol Barcelona
Ángel Fortuño,23,Goalkeeper,Spain,€300k,RCD Espanyol Barcelona
Marash Kumbulla,25,Centre-Back,Albania / Italy,€6.00m,RCD Espanyol Barcelona
Fernando Calero,29,Centre-Back,Spain,€1.50m,RCD Espanyol Barcelona
Leandro Cabrera,33,Centre-Back,Uruguay / Spain,€1.00m,RCD Espanyol Barcelona
Sergi Gómez,33,Centre-Back,Spain,€900k,RCD Espanyol Barcelona
Pablo Ramón,23,Centre-Back,Spain,€200k,RCD Espanyol Barcelona
Carlos Romero,23,Left-Back,Spain,€3.00m,RCD Espanyol Barcelona
Brian Oliván,31,Left-Back,Spain,€2.00m,RCD Espanyol Barcelona
Omar El Hilali,21,Right-Back,Morocco / Spain,€10.00m,RCD Espanyol Barcelona
Álvaro Tejero,28,Right-Back,Spain,€2.00m,RCD Espanyol Barcelona
Urko González de Zárate,24,Defensive Midfield,Spain,€1.50m,RCD Espanyol Barcelona
Alex Král,26,Central Midfield,Czech Republic,€6.00m,RCD Espanyol Barcelona
Pol Lozano,25,Central Midfield,Spain,€4.00m,RCD Espanyol Barcelona
José Gragera,25,Central Midfield,Spain,€2.00m,RCD Espanyol Barcelona
Álvaro Aguado,29,Central Midfield,Spain,€2.00m,RCD Espanyol Barcelona
Edu Expósito,28,Central Midfield,Spain,€1.50m,RCD Espanyol Barcelona
Justin Smith,22,Central Midfield,Canada / France,€300k,RCD Espanyol Barcelona
Rafel Bauzà,20,Central Midfield,Spain,€200k,RCD Espanyol Barcelona
Javi Puado,26,Left Winger,Spain,€8.00m,RCD Espanyol Barcelona
Pere Milla,32,Left Winger,Spain,€1.50m,RCD Espanyol Barcelona
Jofre Carreras,23,Right Winger,Spain,€4.00m,RCD Espanyol Barcelona
Antoniu Roca,22,Right Winger,Spain,€1.50m,RCD Espanyol Barcelona
Roberto Fernández,22,Centre-Forward,Spain,€4.00m,RCD Espanyol Barcelona
Walid Cheddira,27,Centre-Forward,Morocco / Italy,€3.00m,RCD Espanyol Barcelona
Alejo Veliz,21,Centre-Forward,Argentina,€2.80m,RCD Espanyol Barcelona
Omar Sadik,21,Centre-Forward,Morocco,€500k,RCD Espanyol Barcelona
Karl Hein,23,Goalkeeper,Estonia,€3.00m,Real Valladolid CF
André Ferreira,28,Goalkeeper,Portugal,€800k,Real Valladolid CF
Eray Cömert,27,Centre-Back,Switzerland / Türkiye,€2.50m,Real Valladolid CF
Javi Sánchez,28,Centre-Back,Spain,€1.80m,Real Valladolid CF
Cenk Özkacar,24,Centre-Back,Türkiye,€1.50m,Real Valladolid CF
David Torres,22,Centre-Back,Spain,€1.40m,Real Valladolid CF
Joseph Aidoo,29,Centre-Back,Ghana,€1.40m,Real Valladolid CF
Adam Aznou,18,Left-Back,Morocco / Spain,€3.00m,Real Valladolid CF
Henrique Silva,31,Left-Back,Brazil,€600k,Real Valladolid CF
Antonio Candela,25,Right-Back,Italy,€2.00m,Real Valladolid CF
Luis Pérez,30,Right-Back,Spain,€1.50m,Real Valladolid CF
Florian Grillitsch,29,Defensive Midfield,Austria,€3.00m,Real Valladolid CF
Mario Martín,21,Defensive Midfield,Spain,€1.50m,Real Valladolid CF
Stanko Juric,28,Defensive Midfield,Croatia,€1.50m,Real Valladolid CF
Tamás Nikitscher,25,Central Midfield,Hungary,€1.00m,Real Valladolid CF
Selim Amallah,28,Attacking Midfield,Morocco / Belgium,€1.80m,Real Valladolid CF
Chuki,21,Attacking Midfield,Spain,€1.00m,Real Valladolid CF
Raúl Moro,22,Left Winger,Spain,€5.00m,Real Valladolid CF
Darwin Machís,32,Left Winger,Venezuela / Spain,€1.00m,Real Valladolid CF
Kenedy,29,Left Winger,Brazil,€300k,Real Valladolid CF
Amath Ndiaye,28,Right Winger,Senegal / Spain,€1.00m,Real Valladolid CF
Anuar,30,Right Winger,Morocco / Spain,€900k,Real Valladolid CF
Iván Sánchez,32,Right Winger,Spain,€600k,Real Valladolid CF
Juanmi Latasa,24,Centre-Forward,Spain,€2.50m,Real Valladolid CF
Mamadou Sylla,31,Centre-Forward,Senegal / Spain,€1.50m,Real Valladolid CF
Marcos André,28,Centre-Forward,Brazil / Spain,€1.20m,Real Valladolid CF
