Name,Age,Position,Nationality,Market Value,Club Name
Alexis Claude-Maurice,26,Attacking Midfield,France / Guadeloupe,€12.00m,FC Augsburg
Mert Kömür,19,Attacking Midfield,Germany / Türkiye,€5.00m,FC Augsburg
Fredrik Jensen,27,Attacking Midfield,Finland,€3.50m,FC Augsburg
Yusuf Kabadayi,21,Left Winger,Germany / Türkiye,€1.50m,FC Augsburg
Phillip Tietz,27,Centre-Forward,Germany,€5.00m,FC Augsburg
Mergim Berisha,27,Centre-Forward,Germany,€5.00m,FC Augsburg
Samuel Essende,27,Centre-Forward,DR Congo / France,€4.50m,FC Augsburg
Steve Mounié,30,Centre-Forward,Benin / France,€3.00m,FC Augsburg
Matej Kovar,24,Goalkeeper,Czech Republic,€7.00m,Bayer 04 Leverkusen
Lukas Hradecky,35,Goalkeeper,Finland / Slovakia,€2.00m,Bayer 04 Leverkusen
Niklas Lomb,31,Goalkeeper,Germany,€250k,Bayer 04 Leverkusen
Luca Novodomsky,20,Goalkeeper,Germany,-,Bayer 04 Leverkusen
Piero Hincapié,23,Centre-Back,Ecuador,€50.00m,Bayer 04 Leverkusen
Edmond Tapsoba,26,Centre-Back,Burkina Faso,€40.00m,Bayer 04 Leverkusen
Jonathan Tah,29,Centre-Back,Germany / Cote d'Ivoire,€30.00m,Bayer 04 Leverkusen
Jeanuël Belocian,20,Centre-Back,France / Guadeloupe,€15.00m,Bayer 04 Leverkusen
Mario Hermoso,29,Centre-Back,Spain,€10.00m,Bayer 04 Leverkusen
Alejandro Grimaldo,29,Left-Back,Spain,€40.00m,Bayer 04 Leverkusen
Nordi Mukiele,27,Right-Back,France / DR Congo,€10.00m,Bayer 04 Leverkusen
Arthur,22,Right-Back,Brazil,€7.00m,Bayer 04 Leverkusen
Granit Xhaka,32,Defensive Midfield,Switzerland,€17.00m,Bayer 04 Leverkusen
Robert Andrich,30,Defensive Midfield,Germany,€15.00m,Bayer 04 Leverkusen
Exequiel Palacios,26,Central Midfield,Argentina,€40.00m,Bayer 04 Leverkusen
Aleix García,27,Central Midfield,Spain,€20.00m,Bayer 04 Leverkusen
Jeremie Frimpong,24,Right Midfield,Netherlands / Ghana,€50.00m,Bayer 04 Leverkusen
Nathan Tella,25,Right Midfield,Nigeria / England,€18.00m,Bayer 04 Leverkusen
Florian Wirtz,22,Attacking Midfield,Germany,€140.00m,Bayer 04 Leverkusen
Emiliano Buendía,28,Attacking Midfield,Argentina / Spain,€18.00m,Bayer 04 Leverkusen
Jonas Hofmann,32,Attacking Midfield,Germany,€3.00m,Bayer 04 Leverkusen
Amine Adli,25,Left Winger,Morocco / France,€22.00m,Bayer 04 Leverkusen
Martin Terrier,28,Left Winger,France,€17.00m,Bayer 04 Leverkusen
Victor Boniface,24,Centre-Forward,Nigeria,€45.00m,Bayer 04 Leverkusen
Patrik Schick,29,Centre-Forward,Czech Republic,€27.00m,Bayer 04 Leverkusen
Alejo Sarco,19,Centre-Forward,Argentina / Italy,€800k,Bayer 04 Leverkusen
