Name,Age,Position,Nationality,Market Value,Club Name
João Neves,20,Defensive Midfield,Portugal,€65.00m,Paris Saint-Germain
Vitinha,25,Central Midfield,Portugal,€60.00m,Paris Saint-Germain
Warren Zaïre-Emery,19,Central Midfield,France / Martinique,€60.00m,Paris Saint-Germain
Fabián Ruiz,29,Central Midfield,Spain,€35.00m,Paris Saint-Germain
Senny Mayulu,18,Central Midfield,France / DR Congo,€10.00m,Paris Saint-Germain
Khvicha Kvaratskhelia,24,Left Winger,Georgia,€80.00m,Paris Saint-Germain
Bradley Barcola,22,Left Winger,France / Togo,€70.00m,Paris Saint-Germain
Désiré Doué,19,Left Winger,France / Cote d'Ivoire,€60.00m,Paris Saint-Germain
Ousmane Dembélé,27,Right Winger,France,€75.00m,Paris Saint-Germain
Kang-in Lee,24,Right Winger,"Korea, South",€30.00m,Paris Saint-Germain
Ibrahim Mbaye,17,Right Winger,France / Senegal,€2.00m,Paris Saint-Germain
Gonçalo Ramos,23,Centre-Forward,Portugal,€45.00m,Paris Saint-Germain
Arthur Desmas,31,Goalkeeper,France,€1.50m,Le Havre AC
Mathieu Gorgelin,34,Goalkeeper,France,€200k,Le Havre AC
Arouna Sangante,23,Centre-Back,Senegal / Guinea-Bissau,€10.00m,Le Havre AC
Étienne Youté Kinkoué,23,Centre-Back,France / Cameroon,€8.00m,Le Havre AC
Gautier Lloris,29,Centre-Back,France,€3.00m,Le Havre AC
Fodé Ballo-Touré,28,Left-Back,Senegal / France,€1.50m,Le Havre AC
Yanis Zouaoui,27,Left-Back,France / Algeria,€800k,Le Havre AC
Timothée Pembélé,22,Right-Back,France / DR Congo,€2.50m,Le Havre AC
Loïc Nego,34,Right-Back,Hungary / France,€800k,Le Havre AC
Oualid El Hajjam,34,Right-Back,Morocco / France,€400k,Le Havre AC
Junior Mwanga,22,Defensive Midfield,France / DR Congo,€6.00m,Le Havre AC
Abdoulaye Touré,31,Defensive Midfield,Guinea / France,€3.00m,Le Havre AC
Rassoul Ndiaye,23,Defensive Midfield,Senegal / France,€2.50m,Le Havre AC
Aloïs Confais,28,Defensive Midfield,France,€200k,Le Havre AC
Yassine Kechta,23,Central Midfield,Morocco / France,€5.00m,Le Havre AC
Daler Kuzyaev,32,Central Midfield,Russia,€5.00m,Le Havre AC
Mahamadou Diawara,20,Central Midfield,France / Mali,€2.50m,Le Havre AC
Ismaïl Bouneb,18,Attacking Midfield,France / Algeria,€50k,Le Havre AC
Antoine Joujou,22,Left Winger,France / Guadeloupe,€2.50m,Le Havre AC
Issa Soumaré,24,Left Winger,Senegal / Mauritania,€1.50m,Le Havre AC
Josué Casimir,23,Right Winger,Guadeloupe / France,€3.50m,Le Havre AC
Ruben Londja,18,Right Winger,Switzerland,-,Le Havre AC
Ilyes Housni,20,Centre-Forward,Morocco / France,€2.00m,Le Havre AC
Ahmed Hassan,32,Centre-Forward,Egypt / Portugal,€900k,Le Havre AC
André Ayew,35,Centre-Forward,Ghana / France,€700k,Le Havre AC
Elysée Logbo,21,Centre-Forward,France / Cote d'Ivoire,€600k,Le Havre AC
Yann Kitala,27,Centre-Forward,DR Congo / France,€500k,Le Havre AC
Benjamin Lecomte,34,Goalkeeper,France,€2.00m,Montpellier HSC
Dimitry Bertaud,26,Goalkeeper,DR Congo / France,€1.20m,Montpellier HSC
Belmin Dizdarevic,23,Goalkeeper,Bosnia-Herzegovina,€150k,Montpellier HSC
Bamo Meïté,23,Centre-Back,Cote d'Ivoire / France,€5.00m,Montpellier HSC
Becir Omeragic,23,Centre-Back,Switzerland / Bosnia-Herzegovina,€5.00m,Montpellier HSC
Kiki Kouyaté,28,Centre-Back,Mali,€3.50m,Montpellier HSC
Modibo Sagnan,26,Centre-Back,Mali / France,€3.00m,Montpellier HSC
Christopher Jullien,32,Centre-Back,France / Martinique,€1.50m,Montpellier HSC
Nikola Maksimović,33,Centre-Back,Serbia,€400k,Montpellier HSC
Issiaga Sylla,31,Left-Back,Guinea,€2.00m,Montpellier HSC
Lucas Mincarelli,21,Left-Back,France,€900k,Montpellier HSC
Théo Sainte-Luce,26,Left-Back,France / Guadeloupe,€800k,Montpellier HSC
Enzo Tchato,22,Right-Back,Cameroon / France,€2.50m,Montpellier HSC
Falaye Sacko,30,Right-Back,Mali,€2.00m,Montpellier HSC
Joris Chotard,23,Defensive Midfield,France,€7.00m,Montpellier HSC
Rabby Nzingoula,19,Defensive Midfield,France / Congo,€2.50m,Montpellier HSC
Khalil Fayad,20,Central Midfield,Morocco / France,€4.00m,Montpellier HSC
Jordan Ferri,33,Central Midfield,France,€2.50m,Montpellier HSC
Téji Savanier,33,Attacking Midfield,France,€3.00m,Montpellier HSC
Nicolas Pays,21,Attacking Midfield,France,€700k,Montpellier HSC
Wahbi Khazri,34,Left Winger,Tunisia / France,€1.50m,Montpellier HSC
Tanguy Coulibaly,24,Right Winger,France / Cote d'Ivoire,€1.80m,Montpellier HSC
Othmane Maamma,19,Right Winger,Morocco / France,€800k,Montpellier HSC
Andy Delort,33,Centre-Forward,Algeria / France,€2.00m,Montpellier HSC
Glenn Ngosso,21,Centre-Forward,Cameroon,-,Montpellier HSC
Radoslaw Majecki,25,Goalkeeper,Poland,€7.00m,AS Monaco
Philipp Köhn,27,Goalkeeper,Switzerland / Germany,€4.00m,AS Monaco
Yann Lienard,22,Goalkeeper,France,€200k,AS Monaco
Wilfried Singo,24,Centre-Back,Cote d'Ivoire,€25.00m,AS Monaco
Thilo Kehrer,28,Centre-Back,Germany / Burundi,€15.00m,AS Monaco
Mohammed Salisu,26,Centre-Back,Ghana,€15.00m,AS Monaco
Christian Mawissa,20,Centre-Back,France / DR Congo,€12.00m,AS Monaco
Caio Henrique,27,Left-Back,Brazil / Spain,€15.00m,AS Monaco
Kassoum Ouattara,20,Left-Back,France / Cote d'Ivoire,€8.00m,AS Monaco
Vanderson,23,Right-Back,Brazil,€20.00m,AS Monaco
Jordan Teze,25,Right-Back,Netherlands / Congo,€12.00m,AS Monaco
Denis Zakaria,28,Defensive Midfield,Switzerland / DR Congo,€30.00m,AS Monaco
Soungoutou Magassa,21,Defensive Midfield,France / Mali,€12.00m,AS Monaco
Moatasem Al-Musrati,29,Defensive Midfield,Libya / Portugal,€10.00m,AS Monaco
Lamine Camara,21,Central Midfield,Senegal,€20.00m,AS Monaco
Edan Diop,20,Central Midfield,France / Senegal,€1.50m,AS Monaco
Aleksandr Golovin,28,Attacking Midfield,Russia,€25.00m,AS Monaco
Eliesse Ben Seghir,20,Left Winger,Morocco / France,€30.00m,AS Monaco
Takumi Minamino,30,Left Winger,Japan,€15.00m,AS Monaco
Lucas Michal,19,Left Winger,France / Martinique,€500k,AS Monaco
Maghnes Akliouche,23,Right Winger,France / Algeria,€40.00m,AS Monaco
Krépin Diatta,26,Right Winger,Senegal,€10.00m,AS Monaco
Mika Biereth,22,Centre-Forward,Denmark / England,€25.00m,AS Monaco
Folarin Balogun,23,Centre-Forward,United States / England,€20.00m,AS Monaco
George Ilenikhena,18,Centre-Forward,Nigeria / France,€15.00m,AS Monaco
Breel Embolo,28,Centre-Forward,Switzerland / Cameroon,€12.00m,AS Monaco
